"training_completed","business_division","department","engagement_score","tenure","leadership_score","overtime","incidents","duration_elearning","time_in_title","delta_trainings_last_year","risk_of_leaving","rating"
0,"WM","HDO",2,11,5.40352294271945,32,2,142,11,7,0.492125468903047,1
1,"WM","POR",3,5,5.41261409518464,64,1,85,15,6,0.389916670057506,3
1,"SB","QHA",4,12,7.676479810465,49,1,144,12,3,0.719825500147321,2
1,"SB","GHL",3,12,5.85057895385345,50,1,72,10,4,0.517885621996965,2
1,"SB","GHL",3,13,6.88413833881745,59,1,57,12,4,0.505876915835535,3
1,"SB","ADC",4,12,4.240127047074,35,1,117,23,5,0.426761068311178,2
1,"AM","NAP",3,12,6.69923156028551,47,1,143,8,3,0.659356555057555,2
1,"WM","AML",3,9,7.22487375321216,59,2,105,20,6,0.629989644735225,3
0,"IB","ZEF",3,13,6.21685242924856,39,2,115,11,4,0.593864738483355,1
0,"AM","AML",2,11,4.38780424552305,36,2,106,16,6,0.41014653930659,1
1,"IB","NAP",3,15,6.87365879050106,36,1,73,12,4,0.659869905267121,3
1,"AM","AML",4,10,7.19472760362868,55,1,119,14,4,0.677459597406457,2
0,"AM","POR",3,7,5.20102134590858,35,2,146,15,6,0.392239586344467,2
1,"IB","GLI",4,11,6.4866569718728,41,1,105,11,4,0.687563436002459,3
1,"SB","AML",3,8,5.49503419082988,43,1,119,17,6,0.550587588668831,2
1,"AM","GLI",4,12,5.12225406271055,40,1,122,17,4,0.619556986213193,3
1,"SB","AML",2,4,7.4879066477314,43,2,89,18,7,0.447022633867194,2
1,"SB","NAP",3,11,6.91374253402502,45,1,106,21,4,0.510509493670631,2
0,"WM","NAP",3,12,3.83449691225246,43,1,170,19,4,0.489234579192131,2
0,"AM","GLI",3,8,4.18435320560786,46,1,163,17,4,0.478228339751834,2
0,"WM","AML",2,11,5.73029376036138,32,2,134,16,6,0.517845386948543,3
1,"AM","QHA",3,11,8.52651739850747,52,1,152,14,3,0.785030354132874,2
0,"WM","NAP",2,12,5.10682184984241,48,2,142,13,6,0.451245563746271,2
0,"SB","ABD",2,7,7.32198101617548,37,2,124,17,7,0.544424952748903,3
1,"AM","HDO",5,11,3.01610723168563,63,1,117,22,4,0.250445573952993,1
1,"WM","ABD",2,9,6.16771264610021,50,1,112,18,6,0.685469721759058,2
1,"IB","AML",3,9,5.50605238200728,36,1,124,20,5,0.455928333237531,2
1,"SB","POR",4,10,4.66219134423999,55,1,96,15,5,0.456432004736017,1
0,"WM","NAP",3,12,4.23146788928805,42,1,221,14,2,0.483226783535904,1
1,"IB","GLI",2,14,8.11822364691933,43,1,59,11,4,0.731498454314086,3
0,"SB","ZEF",4,9,4.34794026624857,41,2,83,14,5,0.233999819651602,3
1,"SB","HDO",4,8,6.80265046172199,49,1,64,15,5,0.638714397790122,3
1,"WM","GHL",2,9,7.39824242082146,45,1,110,16,5,0.689796960888544,1
0,"SB","POR",2,13,8.11968793994336,66,2,115,26,6,0.575473006493057,3
1,"WM","POR",2,11,7.85197528240006,19,1,136,14,4,0.815309065366621,3
0,"WM","GLI",2,12,7.47904266845061,65,2,148,20,5,0.671074936332822,2
1,"AM","HDO",4,10,4.06809277197241,37,1,113,23,5,0.307577413931673,3
1,"IB","POR",3,9,7.49797429341565,52,2,107,9,5,0.690973433426383,3
1,"WM","AML",4,14,4.68202663956088,38,1,66,20,5,0.43465683854665,1
0,"IB","NAP",2,11,5.87028163686872,38,3,156,9,6,0.486707838856411,2
1,"SB","AML",3,12,5.63508351019928,45,2,120,6,4,0.456574536534261,3
0,"SB","GHL",2,10,6.24199174675633,52,2,142,10,6,0.576403543503386,1
0,"WM","QHA",4,8,6.87626456501705,42,2,127,8,5,0.624122542490921,1
1,"WM","GHL",3,15,6.63634860517647,65,1,111,7,3,0.835459107098155,3
1,"AM","ADC",3,6,5.18508726721804,34,1,68,15,6,0.370157415595118,3
0,"SB","AML",4,6,3.252337071759,46,2,111,15,6,0.177116920741942,1
1,"IB","ABD",2,13,7.30480842314746,41,1,100,8,5,0.749508113495957,2
0,"AM","ZEF",4,9,8.03245693044873,42,2,160,3,4,0.760593620063642,2
1,"SB","HDO",4,7,5.38464793607026,26,2,101,17,5,0.353726844748815,2
1,"IB","QHA",4,13,7.28370811734646,41,2,102,2,3,0.56643957641148,2
1,"WM","ZEF",3,9,6.62325264208865,39,1,67,12,5,0.540257056128048,2
1,"AM","GLI",3,10,6.45747786498854,60,1,102,8,5,0.602221373934686,3
0,"AM","QHA",2,12,6.39108356811765,48,2,155,15,6,0.573283453361237,3
1,"IB","AML",3,6,7.09677120122387,44,1,79,12,6,0.616004470593587,1
1,"AM","ZEF",3,10,6.53695651502184,33,1,100,13,4,0.619456660429685,1
1,"WM","ZEF",2,8,7.73073394926339,67,1,128,21,5,0.703434716042763,2
1,"AM","POR",4,11,4.98579585529834,47,1,129,18,4,0.52136185468306,3
0,"AM","ZEF",3,7,4.47207885136797,64,2,98,22,7,0.245600126994386,2
1,"IB","ZEF",3,13,6.73225514962375,58,1,83,14,4,0.603628479322229,3
1,"IB","NAP",2,13,7.91309776217766,45,1,56,15,4,0.682338418452348,2
0,"IB","GLI",2,13,4.29508547248412,34,2,121,14,6,0.463758410498315,3
1,"IB","HDO",3,14,5.14487661346483,36,1,132,16,3,0.550857829977718,3
0,"AM","ABD",3,10,4.18526755918409,58,2,100,11,7,0.455677040915899,1
1,"AM","HDO",4,9,5.40816401443616,58,1,123,14,4,0.433394944087672,1
1,"AM","GHL",3,12,7.05064704865248,21,2,87,12,5,0.594287369731438,2
1,"IB","POR",3,7,7.04960840387217,48,2,99,13,5,0.56413213663373,3
1,"AM","ABD",3,11,5.03397006051575,45,1,111,19,5,0.447144647102515,2
1,"IB","HDO",4,12,5.9072528960708,42,1,46,19,4,0.439640384620891,2
0,"IB","POR",4,10,4.07250733164331,33,1,160,15,4,0.354166023446794,1
1,"AM","ADC",5,13,5.60744192303331,44,1,73,12,2,0.329766794100365,1
1,"AM","NAP",4,12,6.34815396285283,60,1,58,15,4,0.440822182529733,3
0,"WM","POR",3,11,3.69498092666655,45,1,155,17,5,0.377538664765166,1
1,"IB","GHL",3,10,5.44714923110181,61,1,92,12,5,0.550338080525466,1
1,"WM","ADC",4,10,5.00947765345996,61,2,86,13,5,0.296983357921817,3
0,"IB","QHA",3,7,4.32133054896004,38,2,146,9,6,0.395673829589561,3
1,"AM","HDO",4,7,4.06482838949895,40,1,140,22,5,0.391085880817483,2
1,"SB","QHA",2,9,7.05948355639138,44,1,96,20,5,0.586239149214431,2
1,"SB","ABD",3,13,5.19046346508128,45,1,115,12,3,0.569693105097316,3
0,"IB","GLI",3,8,5.29281767444906,28,1,134,13,5,0.457541561767837,1
1,"IB","HDO",3,12,6.18007940929185,43,1,96,16,5,0.639811142820225,1
1,"WM","AML",4,8,2.5077259975123,27,2,110,18,6,0.181024791071866,1
0,"IB","QHA",3,8,5.86319478230138,43,1,132,19,5,0.525483754681936,3
1,"WM","NAP",3,10,5.60563479303387,59,2,109,10,5,0.424537016243478,3
0,"WM","ADC",3,11,5.14516109523515,18,1,149,15,4,0.501335360185972,1
0,"IB","ABD",2,10,7.06043494395674,34,2,129,23,6,0.500456651842614,1
1,"SB","QHA",4,12,3.40779982354219,48,1,152,24,5,0.483071785888183,1
1,"SB","ABD",4,8,6.77421380299901,54,2,96,14,4,0.436332001234181,1
1,"AM","QHA",3,11,8.57130529723184,44,2,166,12,3,0.675302144700582,1
0,"WM","GHL",2,10,5.07184015549093,59,1,167,16,5,0.571278689383064,3
0,"SB","GHL",4,11,6.11150894399825,39,2,170,7,3,0.648555352942909,3
1,"AM","QHA",3,12,7.20595023721975,40,1,97,11,4,0.705253054951795,2
0,"SB","GLI",2,12,5.64045456096193,41,2,143,20,5,0.488989925749477,2
0,"SB","ADC",2,11,5.92334139762783,32,2,157,24,5,0.548453338150112,3
0,"AM","GHL",4,10,2.9529349365102,22,1,156,16,3,0.250110966033678,3
1,"IB","ADC",3,13,6.29703320370572,53,1,108,15,4,0.689292131704181,2
0,"AM","ZEF",2,14,3.92021697848026,54,2,179,20,5,0.42112788991332,1
1,"WM","GHL",4,14,6.14033573714856,56,1,120,17,3,0.746423982077674,3
1,"WM","NAP",3,5,4.85677252264909,67,1,113,15,7,0.420895697020826,2
1,"SB","NAP",3,12,4.84202545175697,61,1,137,16,4,0.601448896242594,2
1,"SB","ZEF",3,13,6.13638103246641,32,1,113,12,4,0.72948408359694,3
1,"IB","ABD",3,9,4.93138967096263,49,1,93,12,5,0.478565014541582,1
1,"SB","ABD",3,11,5.8450466080267,40,2,44,11,6,0.395808091707291,2
0,"SB","ADC",2,12,5.56714504246642,36,2,145,19,5,0.421609176884686,1
1,"SB","AML",3,11,5.99450425490914,41,1,101,15,4,0.535842220205788,2
0,"SB","ADC",1,17,8.09656012335444,29,2,123,24,5,0.715580966360378,1
1,"AM","QHA",4,9,5.63494761583145,27,2,129,19,5,0.553527642333415,3
0,"AM","ZEF",3,10,6.34701037433643,50,2,148,20,5,0.585795388744414,1
0,"WM","GLI",3,11,6.56197838377175,37,1,186,12,3,0.617742315894382,2
0,"SB","HDO",4,9,7.31511416167431,50,2,161,7,4,0.663095920135695,3
1,"AM","HDO",3,13,5.53628228152884,39,1,93,21,5,0.484128235128392,3
1,"AM","ABD",2,12,5.84021526684614,10,1,158,9,4,0.67716941570849,1
1,"AM","ZEF",3,7,5.66076130878713,46,2,85,19,7,0.449003652722035,3
1,"SB","HDO",4,11,6.93469496500733,33,2,71,11,4,0.428224448061474,3
0,"AM","HDO",1,15,4.10281535946904,46,2,151,16,6,0.472059024708385,1
0,"SB","AML",4,12,4.39614303060556,49,2,124,13,5,0.367257946402731,3
1,"IB","HDO",3,11,4.65611738355249,26,1,31,18,5,0.312561017026979,3
0,"AM","GLI",3,9,4.35775891127915,50,2,155,10,5,0.452674541904999,2
1,"SB","HDO",4,10,6.67791464918727,50,2,123,17,5,0.592359031824001,1
0,"AM","ZEF",1,13,4.76737968569114,33,2,161,13,7,0.50250399864439,1
1,"IB","ZEF",3,14,6.87383978144122,46,2,100,8,5,0.567959850066478,1
1,"AM","ADC",3,10,5.01375754338122,47,1,85,13,6,0.488508805255749,3
1,"AM","GLI",4,11,7.38384510314553,46,1,129,15,2,0.660616833895525,3
1,"IB","AML",4,9,5.77828492809918,44,2,148,9,5,0.510162326756971,1
1,"IB","NAP",3,14,6.03683274515796,58,1,145,12,3,0.647831542582766,3
1,"SB","ZEF",4,12,3.07160330521725,45,1,124,18,5,0.404997292736553,2
1,"IB","NAP",4,10,7.84389349314185,38,1,87,14,4,0.72468421263606,2
1,"IB","POR",3,12,8.51868006671522,57,1,139,10,3,0.836996803353918,2
1,"WM","ABD",2,13,6.95614639836711,54,2,123,20,5,0.597327365289584,1
0,"IB","HDO",3,9,7.09581649936397,45,1,92,13,4,0.533659241948842,3
1,"AM","NAP",3,14,4.82730826547378,29,1,149,13,4,0.657946638384117,3
1,"WM","HDO",3,14,6.92257638180184,47,0,179,17,0,0.749539976086146,3
1,"SB","AML",3,8,5.86548306455808,48,1,130,13,4,0.611090188519933,1
1,"AM","QHA",3,8,5.08293263799278,46,2,101,20,6,0.377331577661589,2
1,"AM","GLI",4,11,7.02792247690615,28,1,137,14,3,0.705349330614661,2
1,"SB","ABD",4,12,6.17529320243836,64,1,97,10,2,0.521118078828943,3
0,"SB","QHA",3,10,5.48544079652622,64,1,145,25,4,0.534354355683768,1
1,"AM","GHL",4,10,7.81153170307601,49,1,70,15,4,0.626035067227261,1
1,"AM","NAP",3,10,6.46009790061257,31,1,92,19,5,0.688270408242322,1
1,"IB","ABD",3,11,6.29044516900044,68,1,129,18,5,0.674707230975161,1
0,"IB","POR",3,12,6.50070919068683,55,2,136,9,4,0.586498388389092,2
0,"AM","ABD",3,10,6.11114715603644,37,2,128,19,6,0.419766255849482,3
1,"WM","ADC",3,7,6.31837687960066,42,2,23,19,7,0.408961186666816,3
1,"AM","NAP",4,14,6.20680142255125,40,1,144,9,2,0.502671475569107,2
1,"IB","ABD",4,6,4.58975431302801,40,1,111,14,6,0.45299618782653,2
1,"WM","QHA",3,12,6.2735038885371,45,2,114,15,5,0.614125945080619,2
0,"IB","AML",2,13,5.1282686760841,64,1,164,19,5,0.610813926240157,1
1,"IB","ADC",3,14,5.37066756968856,39,2,104,10,4,0.409812404794423,3
0,"AM","GHL",3,12,3.19332416178604,25,2,121,16,6,0.371603679692723,3
1,"WM","HDO",5,6,5.03063165128761,47,2,70,12,6,0.199629428432904,3
0,"SB","GLI",2,12,6.95798071124549,29,2,135,23,6,0.683875736455727,3
1,"AM","POR",3,13,4.66580627622321,42,1,117,19,5,0.477274279856217,3
1,"IB","HDO",3,11,6.90331433902293,45,2,142,5,4,0.579157861292106,1
1,"WM","NAP",2,9,8.9193799799786,64,1,141,19,4,0.981077699818333,1
1,"IB","ABD",3,11,8.30002644886753,15,1,114,14,4,0.630354748466863,2
